ID,State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3600-1074,3600,8/14/2020,-1.85,-22.8,-46.3,2.89,13.8,-7.5,-61.2,15.2,16.4
4400-1075,4400,8/14/2020,-3.25,-33.9,-48.2,-18.6,5.93,-39.3,-74.1,0.99,-2.93
900-1076,900,8/15/2020,-5.36,-27.4,-40.2,-0.994,30.9,-16.8,-71.2,15.7,6.26
2500-1077,2500,8/15/2020,-4.56,-20.6,-33.9,8.9,17.5,-2.88,-68,9.52,2.44
3400-1078,3400,8/15/2020,-2.32,-24.5,-27.9,4.7,10.1,-11,-54.7,13.7,17.2
3600-1079,3600,8/15/2020,-2.29,-22.9,-48.3,2.48,13.3,-10.1,-60.8,15.6,17.6
4400-1080,4400,8/15/2020,-1.4,-33.7,-38.7,-16.1,5.53,-43.6,-70.1,0.489,-3.34
900-1081,900,8/16/2020,-5.67,-29,-43.7,0.515,30.9,-17.4,-68.9,15,5.39
2500-1082,2500,8/16/2020,-4.62,-20.6,-34.4,7.87,18.6,-8.13,-68.2,10.2,2.89
3400-1083,3400,8/16/2020,-3.09,-25.4,-30.3,4.42,9.95,-12.1,-53.7,13.3,16.5
3600-1084,3600,8/16/2020,-2.35,-23.6,-49.6,2.24,13.2,-9.64,-59.5,15.5,17.4
4400-1085,4400,8/16/2020,-1.5,-31.3,-13,-18.9,4.9,-47.9,-70.4,-0.736,-4.93
900-1086,900,8/17/2020,-5.8,-28.6,-44.5,-0.892,28.1,-18.5,-69.1,13.4,4.57
2500-1087,2500,8/17/2020,-5.76,-20.3,-32.7,5.46,18.8,-4.9,-69.9,6.36,-5.53
3400-1088,3400,8/17/2020,-3.03,-25.5,-31,3.68,9.98,-11.2,-53.1,13.3,16.4
3600-1089,3600,8/17/2020,-2.85,-24.1,-49.6,1.24,13.1,-11.6,-59.8,14.8,16.3
4400-1090,4400,8/17/2020,-0.714,-31.7,-10.5,-18.5,-0.0056,-37.9,-88.3,-4.94,-8.77
900-1091,900,8/18/2020,-6.1,-30.9,-42.8,-1.73,26.5,-17.3,-69,12.2,3.73
2500-1092,2500,8/18/2020,-5.89,-20,-33.6,-0.0744,20.2,-1.72,-68.1,4.75,-9.72
3400-1093,3400,8/18/2020,-3.56,-25.2,-31.5,1.14,9.91,-12.1,-53.5,11.9,14
3600-1094,3600,8/18/2020,-2.64,-24.1,-48.5,0.297,13.5,-12.5,-60,14.8,15.8
4400-1095,4400,8/18/2020,4.5,-25.2,16.8,-20.1,0.974,-27.9,16.8,-4.4,-8.68
900-1096,900,8/19/2020,-6.26,-31.3,-42.4,-2.74,22.1,-15.6,-66.7,11,4.35
2500-1097,2500,8/19/2020,-5.54,-19.9,-32.3,-0.566,19.3,2.72,-68.1,5.77,-7.04
3400-1098,3400,8/19/2020,-3.31,-25.3,-32.4,0.866,10.8,-9.35,-53.4,12.5,14.3
3600-1099,3600,8/19/2020,-2.91,-24.2,-48.9,-0.703,13.5,-11,-58.7,14,14.3
4400-1100,4400,8/19/2020,5.56,-26.8,39.2,-15.9,-4.28,-17.9,13.5,4.44,12.6
900-1101,900,8/20/2020,-5.16,-30.7,-39.8,-0.881,19.7,-14,-63.9,11.7,6.74
2500-1102,2500,8/20/2020,-4.54,-19.6,-29.5,-0.6,21.1,2.52,-68.5,7.91,-4.56
3400-1103,3400,8/20/2020,-3.51,-25.2,-32.3,-0.374,10.4,-8.52,-54.7,12,13.7
3600-1104,3600,8/20/2020,-3.44,-23.8,-49.1,-1.39,14.4,-6.82,-59.3,13.2,12.1
4400-1105,4400,8/20/2020,7.84,-25.9,35,-18.1,-2.54,-7.83,57.1,7.79,17.6
900-1106,900,8/21/2020,-5.02,-30.3,-41.3,-0.15,17.3,-13,-65.2,11.8,8.4
2500-1107,2500,8/21/2020,-2.85,-19.4,-24.2,-2.3,22.8,-0.845,-68.3,10.7,-0.627
3400-1108,3400,8/21/2020,-3.56,-26,-31.6,-0.557,9.09,-6.22,-55,10.8,12.5
3600-1109,3600,8/21/2020,-3.06,-24,-49.4,-1.58,13.7,-5.26,-60.1,12.7,11.9
4400-1110,4400,8/21/2020,6.36,-28.4,21.6,-9.38,-1.39,2.19,88.5,10.3,21.6
900-1111,900,8/22/2020,-5.3,-29.8,-40.9,-0.975,15.8,-13.5,-64.1,11.2,8.23
2500-1112,2500,8/22/2020,-1.35,-18.4,-24.4,-1.08,22.7,1.49,-68,13,3.71
3400-1113,3400,8/22/2020,-2.82,-26.3,-30.7,-0.0135,8.79,-4.79,-54.5,11,13.2
3600-1114,3600,8/22/2020,-2.24,-23.6,-47.4,-2.49,14.1,-1.67,-59.4,12.7,11.5
4400-1115,4400,8/22/2020,0.205,-28.2,6.94,-10.1,1.39,12.2,0.857,7.82,13.4
900-1116,900,8/23/2020,-2.96,-27.3,-39.1,-1.65,18.6,-14,-65.5,14,11
2500-1117,2500,8/23/2020,-1.16,-18.1,-25.9,-1.6,21.7,1.07,-67.3,14.1,6.72
3400-1118,3400,8/23/2020,-2.88,-25.6,-27.2,-1.94,8.67,-5.16,-54.8,10,11.6
3600-1119,3600,8/23/2020,-2.39,-22.3,-49.5,-3,13.9,0.143,-59.2,12.5,11.4
4400-1120,4400,8/23/2020,0.117,-30,-18.9,-9.56,0.0928,22.2,-6.53,11.1,21.6
900-1121,900,8/24/2020,-4.91,-30.8,-41.1,-4.37,17.1,-11.7,-65.3,12,8.77
2500-1122,2500,8/24/2020,-0.324,-18.2,-25.8,-0.128,21.7,-2.61,-66.7,16.8,10.8
3400-1123,3400,8/24/2020,-2.8,-25.8,-26.7,-1.09,9.14,-3.15,-54.7,10.1,11.3
3600-1124,3600,8/24/2020,-2.05,-22.4,-50,-1.96,14.6,1.82,-58.5,13.4,12.5
4400-1125,4400,8/24/2020,-2.94,-27.9,-28.3,-6.66,6.25,19.1,-23.5,15.7,24.6
900-1126,900,8/25/2020,-3.9,-30.6,-41.3,-6.14,15.8,-7.52,-64.3,11.5,8.67
2500-1127,2500,8/25/2020,0.0178,-18.2,-23.5,1.51,19.2,-3.04,-66.2,18,14.9
3400-1128,3400,8/25/2020,-2.59,-26.5,-25.1,-0.293,9.41,-2.15,-56.4,10.7,12.2
3600-1129,3600,8/25/2020,-2.21,-22.7,-51.6,-1.58,14.7,2.49,-57.6,14,13.5
4400-1130,4400,8/25/2020,-8.98,-34.4,-52.5,-3.01,5.49,16,-100,16.3,26.6
900-1131,900,8/26/2020,-2.47,-30.1,-40.1,-6.43,18.4,-8.02,-65.6,12.6,8.73
2500-1132,2500,8/26/2020,0.017,-17.6,-27.6,0.313,19.7,-7.91,-67.4,18.1,14.7
3400-1133,3400,8/26/2020,-1.93,-25.8,-23.9,-0.824,9.62,-2.98,-54.5,10.6,11.8
3600-1134,3600,8/26/2020,-1.89,-22.8,-51.4,-0.768,14.9,2.78,-59.3,14.9,14.9
4400-1135,4400,8/26/2020,-11.8,-30.5,-62.5,-11.6,12.4,12.9,-100,12.5,12.4
900-1136,900,8/27/2020,-3.59,-31,-45.3,-8.14,18.9,-10.5,-68.3,11.4,6.51
2500-1137,2500,8/27/2020,-0.421,-18.8,-30.3,-0.499,18.5,-0.129,-66.6,16.2,12.7
3400-1138,3400,8/27/2020,-1.49,-25.9,-25.6,-0.319,10.8,0.668,-53.1,11.4,12.3
3600-1139,3600,8/27/2020,-1.4,-23,-52.5,-1.4,15.8,0.314,-58.3,15.1,14.5
4400-1140,4400,8/27/2020,-13.6,-31.8,-66.3,-9.16,6.98,9.85,-100,8.13,8.88
900-1141,900,8/28/2020,-3.36,-32.9,-43.7,-9.11,19.4,-8.24,-66.7,11.8,6.75
2500-1142,2500,8/28/2020,-1.55,-18.9,-34.4,-1.03,17.6,3.55,-64.4,14,9.38
3400-1143,3400,8/28/2020,-1.73,-26,-27.8,-1.1,11,0.811,-53.7,11.4,12.2
3600-1144,3600,8/28/2020,-1.26,-22.9,-52.4,-1.59,15.4,1.89,-57,15.2,15.1
4400-1145,4400,8/28/2020,-11.2,-27.7,-59.6,-12.7,6.28,6.76,-100,8.94,10.9
900-1146,900,8/29/2020,-2.61,-33,-43.7,-5.16,20.5,-10.9,-67.9,15,11.4
2500-1147,2500,8/29/2020,1.82,-19.6,-36.4,2.47,18.4,-0.637,-65.4,21.7,24.3
3400-1148,3400,8/29/2020,-1.27,-26.4,-27.8,0.738,12,1.22,-54.2,12.8,13.8
3600-1149,3600,8/29/2020,-0.981,-23.6,-53.8,0.208,15.7,3.09,-55.6,15.7,15.7
4400-1150,4400,8/29/2020,-7.19,-25.9,-57.5,-10.8,0.798,3.66,-94.2,9.83,18
900-1151,900,8/30/2020,-1.87,-32.5,-42,-2.35,20.2,-10.4,-66,14.9,11.5
2500-1152,2500,8/30/2020,3.09,-19.8,-34.3,4.22,16.9,2.86,-65.6,24.5,31.8
3400-1153,3400,8/30/2020,-1.83,-26.3,-29.2,0.613,10.5,1.84,-54.4,12.3,14.1
3600-1154,3600,8/30/2020,-1.18,-23.9,-51.2,0.308,14.5,0.149,-57.1,14.9,15.2
4400-1155,4400,8/30/2020,-8.37,-27.7,-56.9,-7.78,-2.95,0.565,-82.9,7.49,17.4
900-1156,900,8/31/2020,-1.45,-30.5,-40.6,0.346,17.7,-10.7,-66.8,15.1,13.4
2500-1157,2500,8/31/2020,3.41,-20.3,-35.5,2.61,14,8.05,-64.8,23.9,33.8
3400-1158,3400,8/31/2020,-2.22,-27,-28.7,-2.04,8.04,2.06,-53.7,9.63,11.3
3600-1159,3600,8/31/2020,-0.964,-24.1,-49,-1.19,12.2,3.72,-57.1,12.6,13
4400-1160,4400,8/31/2020,-4.95,-25.5,-59.5,-8.95,-7.82,-0.0722,-68.4,3.22,13.8
900-1161,900,9/1/2020,-1.25,-30.5,-45.1,3,18.5,-12.7,-65.1,16.1,14.4
2500-1162,2500,9/1/2020,4.63,-22.3,-37.5,2.52,15.4,10,-64.2,25.6,35.5
3400-1163,3400,9/1/2020,-1.37,-27.9,-32.8,-3.81,7.33,5.17,-49.8,7.91,8.75
3600-1164,3600,9/1/2020,-0.171,-24.4,-48.8,-2.85,11.6,5.38,-54.2,10.7,10
4400-1165,4400,9/1/2020,-2.79,-21.2,-58.5,-5.34,-9.19,-0.71,-58.8,3.35,15.3
900-1166,900,9/2/2020,-3.61,-33.4,-47.4,3.79,14.1,-14.5,-64.2,13.9,13.7
2500-1167,2500,9/2/2020,4.01,-24.3,-35.9,3.7,14,12.9,-62.1,25.2,36.1
3400-1168,3400,9/2/2020,-2.32,-29.6,-34.1,-4.27,5.52,3.74,-49,6.62,7.9
3600-1169,3600,9/2/2020,-0.388,-25.6,-46.6,-4.13,9.56,7.12,-53,9.31,9.11
4400-1170,4400,9/2/2020,-1.25,-22.5,-56.9,-1.96,-11,-1.35,-51.4,2.45,15.6
900-1171,900,9/3/2020,-4.83,-33.2,-46.8,5.13,12.8,-14.5,-62.8,13,13
2500-1172,2500,9/3/2020,4.38,-24.4,-35.3,2.83,13.9,8.3,-61.4,25.6,37.3
3400-1173,3400,9/3/2020,-3.05,-31,-34.1,-5.05,4.29,-0.543,-48.8,5.75,7.34
3600-1174,3600,9/3/2020,-0.697,-26.2,-44.3,-5.69,8.22,9.66,-51.7,8.07,7.96
4400-1175,4400,9/3/2020,-0.878,-23,-52.7,-0.365,-11.3,-1.98,-10.8,0.52,12.2
900-1176,900,9/4/2020,-5.88,-30.8,-46.6,6.02,13.8,-18,-62.6,12.5,11.5
2500-1177,2500,9/4/2020,5.29,-22.8,-33.8,5.69,16.5,6.54,-62.3,28.3,40
3400-1178,3400,9/4/2020,-2.65,-29.4,-31.4,-4.88,5.42,-3.02,-47.6,6.64,8.04
3600-1179,3600,9/4/2020,-1.12,-26,-42.6,-6.08,9.22,4.29,-51.7,8.08,7.18
4400-1180,4400,9/4/2020,-2.53,-29.1,-55.2,11.6,-11,-2.62,-0.0241,1.36,13.3
900-1181,900,9/5/2020,-6.23,-28.9,-47,3.07,15.8,-19.7,-63.7,12.2,9.75
2500-1182,2500,9/5/2020,1.68,-22.9,-29.1,2.65,17,3.81,-62.6,21.3,25.5
3400-1183,3400,9/5/2020,-2.77,-27.4,-29.2,-6.41,5.59,-5.85,-46.1,6.32,7.29
3600-1184,3600,9/5/2020,-1.3,-24.2,-39.8,-5.8,9.54,0.0438,-52.6,8.3,7.32
4400-1185,4400,9/5/2020,-0.914,-27,-50.3,12.8,-7.53,-3.26,-7.22,4.62,16.3
900-1186,900,9/6/2020,-6.33,-26.8,-47.9,4.45,17.2,-19.5,-65.4,14.7,13
2500-1187,2500,9/6/2020,0.629,-21.6,-29.5,2.18,19.8,2.8,-62.1,19.2,18.7
3400-1188,3400,9/6/2020,-1.17,-25.3,-26.6,-4.79,7.48,-5.47,-44.7,8.33,9.4
3600-1189,3600,9/6/2020,-0.188,-22.9,-38.7,-4.18,11.5,2.63,-51,10.3,9.46
4400-1190,4400,9/6/2020,-0.0777,-21.3,-45.2,7.74,-3.13,-3.9,-5.9,6.45,15.4
900-1191,900,9/7/2020,-3.84,-22.6,-47.6,6.18,15.6,-22.4,-63.7,15.8,15.6
2500-1192,2500,9/7/2020,-1.45,-26.2,-31,-6.94,13.7,8.87,-60.5,11.7,9.56
3400-1193,3400,9/7/2020,-2.62,-30.1,-29.3,-11.6,3.87,2.31,-43.3,2.78,2.14
3600-1194,3600,9/7/2020,-1.26,-26.2,-39.7,-12,6.88,9.62,-47.9,4.93,3.37
4400-1195,4400,9/7/2020,-0.439,-16.8,-37.9,-6.36,-10.3,-7.04,-73.2,-1.9,6.42
900-1196,900,9/8/2020,-6.89,-23.3,-47,4.41,19.5,-20.3,-67.8,14.4,11
2500-1197,2500,9/8/2020,-2.4,-18.5,-24.4,-0.609,18.5,-3.84,-65,17.1,15.6
3400-1198,3400,9/8/2020,-3.13,-20.3,-26.6,-4.99,6.87,-14.5,-47.7,9.14,11.4
3600-1199,3600,9/8/2020,-2.4,-20.5,-36.7,-4.95,10.7,-4.96,-55.1,10.7,10.7
4400-1200,4400,9/8/2020,1.75,-26.4,-40.2,2.61,6.73,-10.2,75.5,9.27,11.3
900-1201,900,9/9/2020,-6.49,-20.1,-46.1,3.73,21.2,-18.6,-69.9,13.6,8.85
2500-1202,2500,9/9/2020,-3.02,-17.4,-22.8,0.0084,19.6,-5.81,-67.3,17.7,15.6
3400-1203,3400,9/9/2020,-3.7,-17,-27.1,-4.49,6.87,-15.7,-49.3,9.66,12.4
3600-1204,3600,9/9/2020,-2.79,-17.5,-38,-3.94,11.7,-9.32,-57.9,11.4,11.2
4400-1205,4400,9/9/2020,1.9,-27.9,-38.7,5.19,10.6,-13.3,46.5,13.9,16.7
900-1206,900,9/10/2020,-4.07,-18.3,-44.7,6.31,23.7,-16.7,-71,16.4,11.8
2500-1207,2500,9/10/2020,-3.58,-16.4,-20.6,2.05,18.7,-5.21,-68.6,17.6,16.3
3400-1208,3400,9/10/2020,-2.86,-15.1,-24,-3.7,6.61,-14.4,-49.1,9.97,13.2
3600-1209,3600,9/10/2020,-1.75,-17,-38.3,-0.661,12.9,-9.83,-56.5,13.1,13.3
4400-1210,4400,9/10/2020,-0.584,-22.6,-40.4,5.27,12.3,-16.5,7.3,15.6,18.6
900-1211,900,9/11/2020,-3.65,-18.5,-42.3,7.86,23.3,-10.6,-71.9,17.2,13.2
2500-1212,2500,9/11/2020,-4.09,-17.9,-20,1.57,15.2,-2.86,-69.2,15.1,14.9
3400-1213,3400,9/11/2020,-3.4,-15.3,-27.1,-2.43,4.58,-14.2,-49.6,9.37,14
3600-1214,3600,9/11/2020,-0.927,-16.2,-41.4,0.547,12.2,-7.27,-56.6,13.2,14
4400-1215,4400,9/11/2020,2.14,-21.3,-40.4,-3.89,14.9,-19.6,10.3,16.2,17.4
900-1216,900,9/12/2020,-3.19,-19.6,-42,8.9,22,-8.89,-71.6,17.6,14.7
2500-1217,2500,9/12/2020,-3.76,-15.8,-21.6,2.3,15.6,-0.857,-67.2,16.4,17.2
3400-1218,3400,9/12/2020,-2.66,-13.4,-28.9,1.06,4.84,-12.6,-50.8,10.6,16.2
3600-1219,3600,9/12/2020,-0.56,-14.4,-42.7,0.608,12.4,-6.63,-57.9,13.4,14.3
4400-1220,4400,9/12/2020,0.897,-23.7,-9.8,-1.3,15,-22.7,-18.2,16,17.3
900-1221,900,9/13/2020,-3.9,-20.7,-47.3,6.11,20.9,-10.2,-71.9,15.1,11.4
2500-1222,2500,9/13/2020,-3.47,-17,-23.6,4.54,17.5,-3.48,-68.5,17.3,17.1
3400-1223,3400,9/13/2020,-3.37,-13.8,-30.9,0.967,5.96,-13.4,-51.4,10.5,14.9
3600-1224,3600,9/13/2020,-1.4,-15.5,-43.4,0.359,14.2,-9.6,-59.1,13.4,12.7
4400-1225,4400,9/13/2020,1.03,-27.9,-10.1,0.983,16.9,-25.9,-22.1,15.8,14.9
900-1226,900,9/14/2020,-3.46,-23.8,-50.5,5.32,21.7,-7.61,-71.6,16.2,12.7
2500-1227,2500,9/14/2020,-2.88,-18.5,-23.7,7.28,16.7,-0.864,-68.1,17.2,17.7
3400-1228,3400,9/14/2020,-3.97,-16.1,-29,2.21,5.07,-12.7,-50.1,10.5,15.8
3600-1229,3600,9/14/2020,-1.48,-16.8,-44.8,3.57,13.2,-8.94,-58.5,13.6,13.9
4400-1230,4400,9/14/2020,0.764,-30.8,-5.31,-5.97,11.9,-26.9,-22.4,16.6,23.6
900-1231,900,9/15/2020,-5.05,-25.7,-53.3,3.9,18.7,-6.33,-73.5,14.7,12.1
2500-1232,2500,9/15/2020,-2.29,-19.9,-23.2,12.4,16,-1.94,-70.3,18.1,20.4
3400-1233,3400,9/15/2020,-3.77,-18.2,-27,3.58,4.72,-9.76,-49,10.5,16.1
3600-1234,3600,9/15/2020,-0.898,-18.1,-44.2,4.52,12.7,-5.57,-58.7,13.5,14.2
4400-1235,4400,9/15/2020,-1.57,-32.3,-1.53,-2.24,6.37,-27.9,-59.4,15.2,27.8
900-1236,900,9/16/2020,-6.28,-26.5,-54,5.28,17.4,-5.5,-73,15,13.5
2500-1237,2500,9/16/2020,-2.22,-18.7,-24,15.6,15.1,-2.76,-71.5,18.4,22
3400-1238,3400,9/16/2020,-3.9,-18.1,-26.6,5.6,4.71,-11.5,-49.9,11.3,17.6
3600-1239,3600,9/16/2020,-1.65,-18,-46.4,5.49,12,-8.73,-57.3,13.4,14.6
4400-1240,4400,9/16/2020,0.223,-32.8,8.55,0.139,2.7,-28.9,-69.7,16.1,35.1
900-1241,900,9/17/2020,-6.35,-25.4,-54.4,3.32,16.4,-5.62,-71.1,14.4,13
2500-1242,2500,9/17/2020,-1.21,-19.3,-27.6,17.2,16.3,-1.61,-69.7,20,24
3400-1243,3400,9/17/2020,-2.99,-18.3,-25.5,8.24,6.12,-8.67,-49,12.5,18.7
3600-1244,3600,9/17/2020,-1.65,-18.2,-46.3,6.01,12.9,-9.07,-58.7,14.1,15.2
4400-1245,4400,9/17/2020,2.24,-34.1,5.66,0.392,3.08,-29.9,-60,15.5,31.6
900-1246,900,9/18/2020,-6.44,-25.8,-56.8,3.42,16.1,-8.4,-70.8,14.2,13
2500-1247,2500,9/18/2020,-0.418,-20.4,-27.8,20,17.1,-4.26,-68.3,22.2,27.8
3400-1248,3400,9/18/2020,-1.8,-18.1,-21.8,10,7.22,-8.1,-48.3,13.6,19.6
3600-1249,3600,9/18/2020,-0.962,-18.6,-42.6,7.93,13.4,-10.2,-59.2,15.5,17.3
4400-1250,4400,9/18/2020,0.276,-30.4,8.35,6.86,1.52,-30.9,-52,16.1,34.7
900-1251,900,9/19/2020,-5.76,-25,-57.5,4.47,16.6,-5.32,-70.1,14.2,12.5
2500-1252,2500,9/19/2020,1.66,-20.1,-28,22.1,17.8,-2.24,-68.7,23.2,28.9
3400-1253,3400,9/19/2020,-1.22,-18.8,-19.5,11.4,6.7,-7.62,-47.8,14.2,21.4
3600-1254,3600,9/19/2020,-0.0135,-19.5,-42.3,10.5,14.3,-9.36,-59.8,16.5,18.4
4400-1255,4400,9/19/2020,-0.357,-29.7,-27.3,5.64,-0.0566,-31.9,-28.3,13.3,29.2
900-1256,900,9/20/2020,-5.48,-24.6,-49.5,8.05,19,-9.45,-70.5,16.4,14.7
2500-1257,2500,9/20/2020,2.19,-19.9,-27.3,22.7,19.2,3.65,-68,24,29
3400-1258,3400,9/20/2020,-0.695,-19.5,-18.9,13.8,6.81,-6.28,-48.3,15.3,23.4
3600-1259,3600,9/20/2020,0.564,-20.1,-41.8,11.7,14,-7.86,-61,17.2,19.9
4400-1260,4400,9/20/2020,0.562,-28.5,-36.1,9.48,4.36,-32.9,-27.8,16.1,29.5
900-1261,900,9/21/2020,-5.9,-24.3,-47.5,8.65,20.1,-11.7,-71.1,15.8,13
2500-1262,2500,9/21/2020,1.77,-20.8,-28.5,23.2,19.9,1.22,-68.1,25.4,31.3
3400-1263,3400,9/21/2020,0.0285,-19.9,-18.8,15.5,8.04,-4.37,-49.9,16.5,24.7
3600-1264,3600,9/21/2020,0.801,-20.5,-41.1,11.3,14.3,-6.13,-61.7,17.3,19.9
4400-1265,4400,9/21/2020,2.08,-28.4,-38.9,27.7,8.3,-31.9,-29.6,17.7,28.5
900-1266,900,9/22/2020,-4.19,-25.2,-40.9,11.5,19.7,-13.6,-69.4,17.2,15.5
2500-1267,2500,9/22/2020,1.57,-20.7,-31.2,22.5,19.8,4.07,-66.1,24.8,30
3400-1268,3400,9/22/2020,-0.0954,-20.2,-20,16.4,8.32,-5.07,-48.2,17,25.2
3600-1269,3600,9/22/2020,0.459,-20.9,-43.1,12.9,15,-7.89,-60.3,18.1,20.8
4400-1270,4400,9/22/2020,0.122,-27.6,-47.7,22.8,8.93,-30.9,-27.5,15.7,23.5
900-1271,900,9/23/2020,-2.46,-24.9,-39.9,12,22.3,-19.3,-67.7,19.3,17.3
2500-1272,2500,9/23/2020,2.48,-20.5,-28.9,22.8,19.7,2.43,-64.8,25.1,30.8
3400-1273,3400,9/23/2020,0.0256,-20.7,-20.4,15.2,7.97,-0.696,-46.1,16.3,24.3
3600-1274,3600,9/23/2020,1.57,-21,-43.1,12.9,16.5,-1.02,-60.1,19,21.2
4400-1275,4400,9/23/2020,1.33,-27.7,-57.4,32.1,12.4,-29.9,-22.7,19.4,27.4
900-1276,900,9/24/2020,-1.1,-25.1,-38.1,14.5,24.7,-22.4,-67.6,21.8,19.9
2500-1277,2500,9/24/2020,2.87,-19,-27.3,20.4,19.9,-0.648,-62.9,25.7,31.9
3400-1278,3400,9/24/2020,-0.0595,-21.1,-20.6,14.1,8.06,-1.73,-46.4,16.5,24.4
3600-1279,3600,9/24/2020,1.82,-21,-42,13.9,15.3,-2.88,-59.4,19.1,22.4
4400-1280,4400,9/24/2020,-0.955,-27.3,-57.9,27.8,12.7,-28.9,-46,18.1,24.4
900-1281,900,9/25/2020,-0.628,-24.7,-38.8,14,24.9,-21.1,-67.5,22.3,20.6
2500-1282,2500,9/25/2020,2.82,-17.3,-29.1,16.3,20.9,6.46,-62.5,25.1,29.2
3400-1283,3400,9/25/2020,-0.62,-21.3,-23.1,11.7,7.52,-0.761,-46.9,15.3,22.6
3600-1284,3600,9/25/2020,1.37,-21.1,-44.1,12.5,15.2,-0.327,-60.1,17.9,20.3
4400-1285,4400,9/25/2020,-1.13,-26.9,-57.6,19.3,11,-27.9,-57.2,14.2,17.9
900-1286,900,9/26/2020,-0.474,-23.1,-33.5,14.4,24.4,-23.9,-66.8,22.2,20.7
2500-1287,2500,9/26/2020,2.55,-17.4,-27.8,15,20.7,4.46,-63.6,24.1,27.5
3400-1288,3400,9/26/2020,-0.927,-20.9,-24.6,9.72,8.49,-1.55,-46.7,14.7,20.6
3600-1289,3600,9/26/2020,0.369,-21.8,-43.3,9.75,14.2,-1.39,-58.8,16.2,17.9
4400-1290,4400,9/26/2020,-3.04,-29.1,-64.6,10.2,16.3,-26.9,-64.8,14.4,12.7
900-1291,900,9/27/2020,-1.32,-24.2,-33.6,11.8,22.7,-23.6,-64.6,19.8,17.9
2500-1292,2500,9/27/2020,1.39,-18.8,-26.9,12.3,18.7,0.713,-62.9,22.9,27.2
3400-1293,3400,9/27/2020,-1.23,-20.3,-22.6,8.85,7.46,-4.65,-45.1,13.3,18.8
3600-1294,3600,9/27/2020,-0.0052,-20.8,-43.2,9.07,13.2,-3.05,-57.3,15,16.5
4400-1295,4400,9/27/2020,-5.06,-30.4,-67,1.97,10.1,-25.9,-61.9,9.59,9.4
900-1296,900,9/28/2020,-0.817,-24,-31.2,11.1,23.2,-24.3,-64.8,19.8,17.5
2500-1297,2500,9/28/2020,0.878,-18.5,-28.2,9.12,19.2,-2.03,-61.5,22.5,25.8
3400-1298,3400,9/28/2020,-1.85,-19.7,-22.4,7.8,7.15,-7.85,-43.1,12.8,18.1
3600-1299,3600,9/28/2020,-0.67,-19.9,-42.9,7.69,13.6,-8.12,-55.8,14.9,16
4400-1300,4400,9/28/2020,-6.8,-28.6,-66.6,-15.8,7.96,-23,-63.8,6.25,4.74
900-1301,900,9/29/2020,-2.62,-24,-36.3,8.37,24,-26.3,-62.4,18.3,14.6
2500-1302,2500,9/29/2020,0.485,-18.5,-29.3,5.74,18.9,-4.62,-61.4,22.2,25.7
3400-1303,3400,9/29/2020,-2.56,-20.4,-22.8,5.75,6.61,-7.97,-45.7,11.9,17
3600-1304,3600,9/29/2020,-1.39,-20.6,-42.3,5.3,13,-7.91,-56.8,13.2,13.3
4400-1305,4400,9/29/2020,-3.93,-28.2,-60.6,-15.5,12.2,-20.1,-66.8,7.42,2.87
900-1306,900,9/30/2020,-4.17,-26.1,-39.3,6.57,20.8,-16.5,-61.9,16.3,13.3
2500-1307,2500,9/30/2020,-1.01,-19.6,-36.6,1.95,18.8,-3.84,-61,19.9,21.1
3400-1308,3400,9/30/2020,-2.45,-20.5,-22.4,5.36,6.78,-7.06,-46.5,11.7,16.3
3600-1309,3600,9/30/2020,-2.46,-21.6,-41.1,2.79,11.1,-8.9,-56.4,11.3,11.4
4400-1310,4400,9/30/2020,-6.18,-26.7,-64.9,-22.1,7.4,-17.2,-57.5,1.46,-3.69
900-1311,900,10/1/2020,-4.77,-25.7,-39.8,3.45,19.7,-13.5,-62,14.2,10.5
2500-1312,2500,10/1/2020,-1.85,-19.9,-38.7,1.13,18.4,-2.33,-61.9,18.1,17.8
3400-1313,3400,10/1/2020,-2.42,-19.9,-25.7,5.95,5.94,-8.2,-45.9,11.6,16.9
3600-1314,3600,10/1/2020,-2.4,-21.3,-42.5,1.49,11.7,-6.53,-55,11.2,10.7
4400-1315,4400,10/1/2020,-2.23,-26.6,-61.3,-16.5,7.25,-14.3,-50.9,6.15,5.77
900-1316,900,10/2/2020,-4.92,-26,-41.1,3.58,20.1,-13.1,-62.3,13.7,9.49
2500-1317,2500,10/2/2020,-1.83,-19.9,-38.1,3.7,19.2,-5.79,-59.9,18.8,18.3
3400-1318,3400,10/2/2020,-1.83,-19.6,-26.5,7.88,6.84,-8.82,-45.8,13,18.8
3600-1319,3600,10/2/2020,-2.72,-21,-41.3,1.64,12.2,-7.47,-54.4,11.2,10.3
4400-1320,4400,10/2/2020,-0.727,-26.3,-62.8,-14.5,11.6,-11.4,-47.9,10.6,10.5
900-1321,900,10/3/2020,-5.19,-26.6,-43,3.11,19.3,-10.4,-61,12.9,8.64
